Serial Number,Company Name,Employee,Description,Leave
9.78813E+12,ORGANIC CHEMISTRY FOR JEE (ADVANCED) VOL-1,K.S. VERMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,21 FULL LENGTH TESTS FOR NEET,B.M. SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,5
9.78813E+12,PHYSICS FOR JEE MAIN (2016),B.M. SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CHEMISTRY FOR JEE MAIN (2016),K.S. SAINI,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,LOGARITHM AND ITS APPLICATIONS,G.TEWANI,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,PROBLEMS AND SOLUTIONS IN ORGANIC CHEMISTRY FOR JEE (MAIN & ADVANCED),SURENDRA K MISHRA,CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,CHEM NEET(XI),Mark,CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,BIO NEET (XI),HARIOM GANGWAR,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,BIO NEET (XII),HARIOM GANGWAR,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,PHYSICS NEET: CLASS XII,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CRASH COURSE IN PHYSICS FOR JEE MAIN,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,GRAPHS FOR JEE MAIN & ADVANCED,TEWANI,CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,SOFT SKILLS FOR EVERYONE,BUTTERFIELD,CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,BULLS EYE CHEMISTRY FOR NEET,SEEMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,BULLS EYE PHYSICS FOR NEET,BM SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,A TO Z BIOLOGY FOR NEET CLASS XI,Mark,CENGAGE LEARNING INDIA PVT. LTD.,2
9.78813E+12,A TO Z CHEMISTRY FOR NEET CLASS XI,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,A TO Z PHYSICS FOR NEET CLASS XI,Mark,CENGAGE LEARNING INDIA PVT. LTD.,2
9.78813E+12,CHEMISTRY NEET FOR EVERYONE PART 1,RAJIV SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CHEMISTRY NEET FOR EVERYONE PART 2,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,PHYSICS FOR NEET FOR EVERYONE PART 2,CP SINGH,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CHEMISTRY FOR JEE MAIN 2017,K.S.SAINI,CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,PHYSICS FOR JEE MAIN 2017,B.M.SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,COMPLETE CHEMISTRY FOR JEE MAIN,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,"CHAPTERWISE SOL FOR JEE MAIN 16 YEARS PHY ,CHY,MATH",B.M.SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,5
9.78813E+12,OBJECTIVE BIO NEET- XII,GANGWAR,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,OBJECTIVE CHEMISTRY NEET X1,SEEMA SAINI,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,OBJECTIVE MATHEMATICS FOR JEE CLASS XI,G.TEWANI,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,21 TEST PAPERS FOR NEET,"SHARMA,SAINI",CENGAGE LEARNING INDIA PVT. LTD.,1
9.78813E+12,NCERT EXEMPLAR PROBLEMS & SOLUTIONS PHYSICS CLASS XII,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,NCERT EXEMPLAR PROBLEMS & SOLUTIONS MATHEMATICS CLASS XII,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,PHYSICS FOR JEE (ADVANCED): MECHANICS VOL-1,B.M. SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CRASH COURSE IN CHEMISTRY FOR JEE MAIN,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CRASH COURSE IN PHYSICS FOR JEE (MAIN),SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,CRASH COURSE IN PHYSICS JEE(ADVANCED),SHARMA,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,FOUNDATION MATHEMATICS FOR CLASS X (BASE),Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,FOUNDATION SCIENCE FOR CLASS X PHY/CHY/BIOY(BASE),Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,FOUNDATION SCIENCE FOR CLASS IX PHY/CHY/BIOY(BASE),Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,FOUNDATION SEIENCE FOR CLASS VIII PHY/CHY/BIOY(BASE),Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,FOUNDATION MATHEMATICS FOR CLASS VIII (BASE),Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,BIOLOGY FOR AIPMT VOL - 11,DIXIT,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78813E+12,N T S E VOLUME 1,Mark,CENGAGE LEARNING INDIA PVT. LTD.,0
9.78185E+12,"I, MICHAEL BENNETT",JAMES PATTERSON,Century,0
9.78185E+12,THE TIME MACHINE,H.G. WELLS,CHARLES BAKER,5
9.78185E+12,THE JUNGLE BOOK,Mark,CHARLES BAKER,1
9.78185E+12,LITTLE WOMEN,-,CHARLES BAKER,0
9.79817E+12,A PINCH OF SALT ROCKS AN EMPIRE,Mark,CHILDREN BOOK TRUST,0
8170110122,PANCHATANTRA KI KAHANIYAN-1,,CHILDREN BOOK TRUST,1
8170110335,PANCHATANTRA KI KAHANIYAN-2,,CHILDREN BOOK TRUST,1
8170110580,PANCHATANTRA KI KAHANIYAN-3,,CHILDREN BOOK TRUST,1
8170110904,PANCHATANTRA KI KAHANIYAN-4,,CHILDREN BOOK TRUST,1
8170112311,PANCHATANTRA KI KAHANIYAN(DELUXE),,CHILDREN BOOK TRUST,2
8170115159,LAUT KE BUDDHU GHAR KO AYE,,CHILDREN BOOK TRUST,0
8189750232,MarkITIK KAHANIYAN,,CHILDREN BOOK TRUST,1
8189750283,BANJARA HILL KE BACHCHE,,CHILDREN BOOK TRUST,1
9.78817E+12,STORIES FROM PANCHATANTRA III,,CHILDREN BOOK TRUST,1
9.78817E+12,STORIES FROM PANCHATANTRA (DELUXE),Mark,CHILDREN BOOK TRUST,10
9.78817E+12,THE SECRETS OF INDUS VALLEY,3Mark,CHILDREN BOOK TRUST,0
9.78817E+12,MY FISH AND I (NEW),Mark,CHILDREN BOOK TRUST,0
9.78817E+12,SEEPIYAN { HINDI },.,CHILDREN BOOK TRUST,0
9.78817E+12,PEPALVASI BHOOT AUR ANIYA MarkATAK { H },Mark,CHILDREN BOOK TRUST,0
9.78817E+12,TIGER AND THE MOSQUITOTHE,Mark,CHILDREN BOOK TRUST,0
9.78817E+12,MRSWOOLLY'S FUNNY SWEATERS,Mark,CHILDREN BOOK TRUST,5
9.78817E+12,CHITKU,-,CHILDREN BOOK TRUST,0
9.78938E+12,UTTARAKHAND KI LOK KATHAYEN (NEW) B,Mark,CHILDREN BOOK TRUST,0
9.78818E+12,BREATH OF DEATH,SAAD SHAFQAT,CHLOROPHYLL,0
9.78939E+12,"LEXICON FOR ETHICS,INTEGRITY & APTITUDE",Mark,CHRONICLE BOOKS,5
9.78938E+12,STEP BY STEP GUIDE TO START INVESTING,Mark,CNBC TV18,0
9.78938E+12,SETTING THE RIGHT FIMarkCIAL GOAL,ARMarkV PANDYA,CNBC TV18,0
9.78938E+12,INVEST THE HAPPIOMarkIRE WAY,YOGESH CHABRIA,CNBC TV18,0
9.78938E+12,MAMarkGE YOUR DEBTS,Mark,CNBC TV18,0
9.78938E+12,GET RICH A WEALTH PRESCRIPTION FOR DOCTORS,-,CNBC TV18,0
9.78938E+12,THE ONLY FIMarkNCIAL PLANNING BOOK,AMAR PANDIT,CNBC TV18,5
9.78938E+12,WINNING INVESTOR'S HANDBOOK,MANISH CHAUHAN,CNBC TV18,0
9.78938E+12,30-30 RULE TO RETIREMENT,MANISH CHAUHAN,CNBC TV18,0
9.78938E+12,YOUR MONEY AND YOUR NURTURE IT TO GROW RICH,-,CNBC TV18,0
9.78938E+12,"THE HAPPIOMarkIRE'S WAY  TO CREATE WEALTH IN A CRASH, SLOWDOWN OR RECESSION",YOGESH CHABRIA,CNBC TV18,0
9.78938E+12,KAISE STOCK MARKET MAIN NIVAISE KARE (NEW),TV 18 Broadcast Ltd,CNBC TV18,10
9.78938E+12,SUCEED THE HAPPIMarkIRE AY,Mark,CNBC TV18,7
9.78819E+12,FIMarkNCIAL PLANNING FOR DOCTORS,AMAR PANDIT,CNBC TV18,0
9.78819E+12,HappioMarkire's Cash The Crash,Mark,CNBC TV18,0
9.78819E+12,WHAT YOUR FIMarkNCIAL AGENT WILL TELL YOU BOOK,Mark,CNBC TV18,0
9.78819E+12,FIMarkNCIAL PLANNING MONEY MAPS & MORE,Mark,CNBC TV18,1
9.78938E+12,YOU CAN BE RICH WITH GOAL BASED INVESTING,Mark,CNBC TV18,5
9.78938E+12,LIFE PLANNING FOR RETIREES,Mark,CNBC TV18,8
9.78938E+12,FIMarkNCIAL PLANNING FOR CHILDERN WITH SP,Mark,CNBC TV18,7
9.78938E+12,READING THE ROLLER COASER (HINDI),Mark,CNBC TV18,2
9.78938E+12,YOGIC WEALTH (HINDI),Mark,CNBC TV18,4
9.78938E+12,IFRS PART1&PART2,Mark,CNBC TV18,1
9.78938E+12,MY JOURNEY WITH VADA PAV,Mark,CNBC TV18,4
9.78938E+12,THERE ALWAYS ON A FIMarkNCIAL SOLUTION,Mark,CNBC TV18,1
9.78938E+12,LIVING WITH DIABITIES,Mark,CNBC TV18,0
9.78938E+12,IND AS BALANCE SHEET,Mark,CNBC TV18,5
9.78938E+12,YOUR FIMarkNCIALLY,Mark,CNBC TV18,5
9.78938E+12,REINVENTING BRAND YOU THE THEATER WATY,Mark,CNBC TV18,0
9.78938E+12,RETIRE RICH INVEST,Mark,CNBC TV18,4
9.78938E+12,IFRS,Mark,CNBC TV18,0
9.78938E+12,RETIRE RICH - HINDI BOOK,Mark,CNBC TV18,0
9.78938E+12,SYSTEMATIC INVESTMENT PLANNING BOOK,Mark,CNBC TV18,1
9.78939E+12,INVESTMENT RISK TWO SIDES OF THE SAME COIN,Mark,CNBC TV18,1
9.78939E+12,PERSOMarkL FIMarkNCE LESSONS FROM THE ICU,Mark,CNBC TV18,1
9.78939E+12,SABSE BADA RUPAIYA,Mark,CNBC TV18,2
9.78939E+12,MONEY LIFE AND YOU,Mark,CNBC TV18,0
9.78939E+12,YOGI ON THE DALAL STREET,Mark,CNBC TV18,1
9.78938E+12,HAPPIOMarkIRE'S INVESTMENT SECRETS FOR WOMEN,-,CNBC TV18,0
9.78938E+12,THE SEVEN STEPS TO GET YOUR DREAM HOME,-,CNBC TV18,0
9.78938E+12,TECHNICAL AMarkLYSIS TRADING MAKING MONEY WITH CHART,Mark,CNBC TV18,8
9.78938E+12,HOW TO GROW YOUR BUSSINESS AS A FIMarkNCIAL ADVISOR,MarkNDISH DESAI,CNBC TV18,1
9.78938E+12,YOUR GUIDE TO FIMarkNCE AND INVESTMENTS,SANJAY MATAI,CNBC TV18,0
9.78938E+12,FUNDAMENTALS OF INVESTING IN EQUITIES & ASSETS,ANUBHA,CNBC TV18,0
9.78938E+12,FIMarkNCIAL PLANNING ESSENTIALS FOR DOCTORS,-,CNBC TV18,0
9.78938E+12,FIMarkNCIAL PLANNING FOR NEWLY MARRIED,Mark,CNBC TV18,0
9.78938E+12,YOGIC WEALTH,GAURAV,CNBC TV18,4
9.78938E+12,YOUR FIRST JOB - HOW TO MAMarkGE YOUR FIMarkNCES (ENGLISH),Mark,CNBC TV18,0
9.78146E+12,GETTING FIMarkNCIAL AID 2016,COLLEGE BOARD,COLLEGE BOARD,0
9.78146E+12,THE OFFICIAL SAT STUDY GUIDE( NO RETURMarkBLE),Mark,COLLEGE BOARD,4
9.78812E+12,THE THEORY OF MACHINES,THIRD EDITION,COLLEGE BOOK STORE,0
9.78812E+12,INTRODUCTION TO CHEMICAL EQUIPMENT DESIGN: MECHANICAL ASPECTS,Mark,COLLEGE BOOK STORE,0
9.78812E+12,"ECONOMIC GEOLOGY :ECONOMIC MINERAL DEPOSITES,2E",PRASAD U,COLLEGE BOOK STORE,0
9.78935E+12,COMPUTER WORLD 8,MOHINI ARORA,COLLINS,0
9.78935E+12,ATTITUDE IS EVERYTHING,JEFF KELLER,COLLINS,0
9.78819E+12,MADAM BILLO,Mark,COLLINS,0
9.78819E+12,GEM-JAPANESE SCHOOL DICTIOMarkRY-COLLINS,Mark,COLLINS,4
9.78817E+12,52 LESSONS FOR LIFE,NEPOLEON HILL,COLLINS BUSINESS,0
9.78055E+12,LEGACY,DANIELLE STEEL,COLLINS BUSINESS,0
9.78055E+12,THE COBRA,FREDERICK FORSYTH,COLLINS BUSINESS,1
9.78055E+12,AVENGER,Forsyth  Frederick,COLLINS BUSINESS,0
9.78055E+12,SISTERS,Steel  Danielle,COLLINS BUSINESS,0
9.78055E+12,THE AFGHAN,Forsyth  Frederick,COLLINS BUSINESS,1
9.78001E+12,COLLINS EASY LEARNING SPANISH DICT.,,COLLINS BUSINESS,1
9.78001E+12,COLLINS COUBUILD HINDI DICTIOMarkRY,.,COLLINS BUSINESS,1
9.78001E+12,KEY WORDS FOR IELTS BOOK 1:STARTER,Mark,COLLINS BUSINESS,0
9.78001E+12,KEY WORDS FOR IELTS BOOK 2 : IMPROVER,Mark,COLLINS BUSINESS,0
9.78001E+12,KEY WORDS FOR IELTS BOOK 3 : ADVANCED,Mark,COLLINS BUSINESS,0
9.78001E+12,COLLINS GEM ITALIAN DICTIOMarkRY,-,COLLINS BUSINESS,1
9.78001E+12,GEM SPANISH DICTIOMarkRY,-,COLLINS BUSINESS,0
9.78001E+12,COLLINS GERMAN DICT.,-,COLLINS BUSINESS,1
9.78001E+12,COLLINS FRENCH SCHOOL DICTIOMarkRY,-,COLLINS BUSINESS,0
9.78055E+12,MY FEUDAL LORD,TehmiMark Durrani,COLLINS BUSINESS,0
9.78055E+12,GIFT  THE,Steel  Danielle,COLLINS BUSINESS,0
9.78055E+12,LONG ROAD HOME  THE,Steel  Danielle,COLLINS BUSINESS,0
9.78055E+12,VETERAN  THE,Forsyth  Frederick,COLLINS BUSINESS,1
9.78001E+12,KEY WORDS FOR THE TOEFL TEST,-,COLLINS BUSINESS,0
9.78001E+12,SKILLS FOR THE TOEFL IBT TEST,-,COLLINS BUSINESS,0
9.78001E+12,COLLINS THE MOVING FINGER,AGATHA CHRISTIE,COLLINS BUSINESS,0
9.78001E+12,COLLINS AFTER THE FUNERAL,AGATHA CHRISTIE,COLLINS BUSINESS,0
9.78935E+12,EAT. DELETE. HOW TO GET OFF THE WEIGHT LOSS CYCLE FOR GOOD,POOJA MAKHIJA,COLLINS BUSINESS,0
9.78819E+12,ENGINEERING COLLEGES 2014 - 15,.,COMPETITION REVIEW PVT LTD.,0
9.78819E+12,CSR CAREERS & COURSES.,CSR,COMPETITION REVIEW PVT LTD.,1
9.78938E+12,CSR YEAR BOOK 2017 (NO RETURN),Mark,COMPETITION REVIEW PVT LTD.,0
9.78938E+12,TOP ENGINEERING COLLEGES DIRECTORY 2018-19,CSR,COMPETITION REVIEW PVT LTD.,1
9.78938E+12,CAREERS & COURSES.,CSR,COMPETITION REVIEW PVT LTD.,5
9.78511E+12,CSR CAREERS & COURSES,Mark,COMPETITION REVIEW PVT LTD.,0
9.78938E+12,INDIAN ECONOMY 2016,Mark,COMPETITION REVIEW PVT LTD.,4
9.78938E+12,CAREER ALMAMarkC YEAR BOOK 2018-2019,CSR,COMPETITION REVIEW PVT LTD.,5
9.78938E+12,CAREERS & COURSES NEW /E 2018,Mark,COMPETITION REVIEW PVT LTD.,1
9.78938E+12,GENERAL STUDIES CIVIL SERVICES /NEW,Mark,COMPETITION REVIEW PVT LTD.,0
9.78938E+12,CSR YEAR BOOK  HINDI 2018,Mark,COMPETITION REVIEW PVT LTD.,1
9.78938E+12,CSAT SPECIAL ISSUE 2018,CSR,COMPETITION SUCCESS (N),1
9.78938E+12,CSR YEAR BOOK 2017 (HINDI),Mark,COMPETITION SUCCESS REVIEW,1
9.78055E+12,NOT WITHOUT NY DAUGHTER,BETTY MAHMOODY,Corgi Children,0
9.78055E+12,LIGHTNING,Steel  Danielle,Corgi Children,0
9.78055E+12,ICON,Forsyth  Frederick,Corgi Children,0
9.78055E+12,A REALLY SHORT HISTORY OF NEARLY EVERYTHING,BILL BRYSON,Corgi Children,0
9.78055E+12,THE AWARD .,DANIELLE STEEL,Corgi Children,0
9.78055E+12,ERAGON,Paolini,Corgi Children,1
9.78055E+12,ELDEST,Paolini,Corgi Children,0
9.78055E+12,GEORGE AND THE BIG BANG,Mark,Corgi Children,0
9.78055E+12,FRIENDS FOREVER,DANIEL STEEL,Corgi Children,0
9.78055E+12,ROGUE,DANIELLE STEEL,Corgi Children,0
9.78055E+12,SPEICAL DELIVERY,DANIELLE STEEL,Corgi Children,0
9.78055E+12,FAMILY TIES,DANIELLE STEEL,Corgi Children,0
9.78055E+12,THE KLONE AND I,DANIELLE STEEL,Corgi Children,0
9.78819E+12,BHUGOL EK SANCHIPT VIBRAN,MAHESH KUMAR,COSMOS PUBLICATION,0
9.78819E+12,AAPDA EVAM AAPDA PRABANDAN,VARMarkVAL,COSMOS PUBLICATION,10
9.78061E+12,WHAT THE CEO WANTS YOU TO KNOW,Ram Charan,CROWN BUSINESS,0
9.78141E+12,CHINESE ENGLISH VISUAL BILINGUAL DICT.,Mark,D.K,0
9.78819E+12,INDUSTRIAL AND INFRASTRUCTURE SECURITY PART-II,COL NN BHATIA,DEEP & DEEP,0
9.78819E+12,INDUSTRIAL AND INFRASTRUCTURE SECURITY PART-I,COL NN BHATIA,DEEP & DEEP PUBLICATIONS,0
9.78819E+12,OBJECTIVE GENERAL KNOWLEDGE WITH CURRENT AFFAIRS.,Mark,DEEPAK SERIES FOR TEST PREPARATION,0
9.78819E+12,CURRENT AFFAIRS 49 PRACTICE SETS,Mark,DEEPAK SERIES FOR TEST PREPARATION,0
9.78186E+12,BOY IN THE STRIPED PYJAMAS  THE,Boyne  John,Definitions,0
9.78173E+12,SHRI KRISHMark LEELA,Mark,DEREAMLAND,0
9.78935E+12,MENTAL MATHEMATICS,Mark,DEREAMLAND,0
9.78938E+12,MATHEMATICS CLASS 10th,R.D. SHARMA,DHANPAT RAI &CO,5
